web-scraper-order,web-scraper-start-url,birth-place,native-language,other-languages,age-sex,age-of-english-onset,english-method,english-residence,length-residence,mp3-link,website-tag
"1676625140-3028","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=173","birth place: tehran, iran (map)","farsi","other language(s): arabic","age, sex: 27, male","age of english onset: 9","english learning method: naturalistic","english residence: usa","length of english residence: 6 years","/soundtracks/farsi6.mp3","farsi6"
"1676625142-3029","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=172","birth place: tehran, iran (map)","farsi","other language(s): turkish","age, sex: 43, male","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 22 years","/soundtracks/farsi5.mp3","farsi5"
"1676625145-3030","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=171","birth place: mazandran, iran (map)","farsi","other language(s): arabic","age, sex: 21, female","age of english onset: 15","english learning method: academic","english residence: usa","length of english residence: 1.5 years","/soundtracks/farsi4.mp3","farsi4"
"1676625147-3031","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=170","birth place: esfahan, iran (map)","farsi","other language(s): arabic","age, sex: 28, female","age of english onset: 14","english learning method: academic","english residence: usa","length of english residence: 3 years","/soundtracks/farsi3.mp3","farsi3"
"1676625150-3032","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=169","birth place: esfahan, iran (map)","farsi","other language(s): none","age, sex: 34, female","age of english onset: 18","english learning method: academic","english residence: usa","length of english residence: 1.5 years","/soundtracks/farsi2.mp3","farsi2"
"1676625152-3033","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=168","birth place: tehran, iran (map)","farsi","other language(s): german","age, sex: 22, male","age of english onset: 13","english learning method: academic","english residence: usa","length of english residence: 0.6 years","/soundtracks/farsi1.mp3","farsi1"
"1676625155-3034","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=167","birth place: ajumako, ghana (map)","fanti","other language(s): none","age, sex: 32, male","age of english onset: 6","english learning method: academic","english residence: usa","length of english residence: 7 years","/soundtracks/fanti1.mp3","fanti1"
"1676625157-3035","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=166","birth place: malabo, equatorial guinea (map)","fang","other language(s): french spanish","age, sex: 20, female","age of english onset: 11","english learning method: academic","english residence: usa","length of english residence: 1 years","/soundtracks/fang1.mp3","fang1"
"1676625160-3036","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=165","birth place: accra, ghana (map)","ewe","other language(s): twi ga","age, sex: 25, male","age of english onset: 9","english learning method: academic","english residence: usa","length of english residence: 12 years","/soundtracks/ewe1.mp3","ewe1"
"1676625162-3037","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=164","birth place: pittsburgh, pennsylvania, usa (map)","english","other language(s): french spanish","age, sex: 52, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 52 years","/soundtracks/english99.mp3","english99"
"1676625165-3038","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=163","birth place: spokane, washington, usa (map)","english","other language(s): spanish","age, sex: 22, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 22 years","/soundtracks/english98.mp3","english98"
"1676625167-3039","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=162","birth place: wilmington nc, north carolina, usa (map)","english","other language(s): spanish","age, sex: 42, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 42 years","/soundtracks/english97.mp3","english97"
"1676625170-3040","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=161","birth place: point pleasant, new jersey, usa (map)","english","other language(s): russian","age, sex: 31, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 31 years","/soundtracks/english96.mp3","english96"
"1676625172-3041","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=160","birth place: mishawaka, indiana, usa (map)","english","other language(s): none","age, sex: 18, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 18 years","/soundtracks/english95.mp3","english95"
"1676625175-3042","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=159","birth place: pensacola, florida, usa (map)","english","other language(s): none","age, sex: 55, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 55 years","/soundtracks/english94.mp3","english94"
"1676625177-3043","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=158","birth place: mamou, louisiana, usa (map)","english","other language(s): none","age, sex: 22, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 22 years","/soundtracks/english93.mp3","english93"
"1676625180-3044","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=157","birth place: wisconsin rapids, wisconsin, usa (map)","english","other language(s): none","age, sex: 22, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 22 years","/soundtracks/english92.mp3","english92"
"1676625182-3045","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=156","birth place: kingston, jamaica (map)","english","other language(s): patois","age, sex: 23, male","age of english onset: 0","english learning method: naturalistic","english residence: jamaica","length of english residence: 23 years","/soundtracks/english91.mp3","english91"
"1676625185-3046","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=155","birth place: pittsburgh, pennsylvania, usa (map)","english","other language(s): none","age, sex: 53, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 53 years","/soundtracks/english90.mp3","english90"
"1676625187-3047","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=154","birth place: carthage, texas, usa (map)","english","other language(s): spanish","age, sex: 48, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 48 years","/soundtracks/english9.mp3","english9"
"1676625190-3048","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=153","birth place: kingston ma, massachusetts, usa (map)","english","other language(s): spanish","age, sex: 18, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 18 years","/soundtracks/english89.mp3","english89"
"1676625192-3049","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=152","birth place: grand rapids, michigan, usa (map)","english","other language(s): none","age, sex: 18, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 18 years","/soundtracks/english88.mp3","english88"
"1676625195-3050","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=151","birth place: tamworth, australia (map)","english","other language(s): esperanto german","age, sex: 18, female","age of english onset: 0","english learning method: naturalistic","english residence: australia","length of english residence: 18 years","/soundtracks/english87.mp3","english87"
"1676625197-3051","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=150","birth place: charleston, south carolina, usa (map)","english","other language(s): spanish","age, sex: 50, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 50 years","/soundtracks/english86.mp3","english86"
"1676625200-3052","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=149","birth place: strabane, northern ireland, uk (map)","english","other language(s): none","age, sex: 31, male","age of english onset: 0","english learning method: naturalistic","english residence: uk","length of english residence: 31 years","/soundtracks/english85.mp3","english85"
"1676625203-3053","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=148","birth place: sydney, australia (map)","english","other language(s): tok pisin","age, sex: 45, male","age of english onset: 0","english learning method: naturalistic","english residence: australia","length of english residence: 45 years","/soundtracks/english84.mp3","english84"
"1676625205-3054","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=147","birth place: winnfield, louisiana, usa (map)","english","other language(s): french","age, sex: 42, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 42 years","/soundtracks/english83.mp3","english83"
"1676625208-3055","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=146","birth place: chicago, illinois, usa (map)","english","other language(s): none","age, sex: 50, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 50 years","/soundtracks/english82.mp3","english82"
"1676625210-3056","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=145","birth place: st. paul, minnesota, usa (map)","english","other language(s): spanish","age, sex: 30, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 30 years","/soundtracks/english81.mp3","english81"
"1676625213-3057","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=144","birth place: glasgow, scotland, uk (map)","english","other language(s): none","age, sex: 34, male","age of english onset: 0","english learning method: naturalistic","english residence: uk, canada","length of english residence: 34 years","/soundtracks/english80.mp3","english80"
"1676625215-3058","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=143","birth place: perth, australia (map)","english","other language(s): french","age, sex: 21, female","age of english onset: 0","english learning method: naturalistic","english residence: australia,usa","length of english residence: 4 years","/soundtracks/english8.mp3","english8"
"1676625218-3059","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=142","birth place: boston, massachusetts, usa (map)","english","other language(s): none","age, sex: 73, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 73 years","/soundtracks/english79.mp3","english79"
"1676625220-3060","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=141","birth place: caribou, maine, usa (map)","english","other language(s): french","age, sex: 20, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 20 years","/soundtracks/english78.mp3","english78"
"1676625223-3061","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=140","birth place: melbourne, australia (map)","english","other language(s): japanese","age, sex: 26, male","age of english onset: 0","english learning method: naturalistic","english residence: australia","length of english residence: 26 years","/soundtracks/english77.mp3","english77"
"1676625225-3062","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=139","birth place: boston, massachusetts, usa (map)","english","other language(s): french spanish hebrew","age, sex: 18, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 18 years","/soundtracks/english76.mp3","english76"
"1676625228-3063","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=138","birth place: idaho falls, idaho, usa (map)","english","other language(s): none","age, sex: 32, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 32 years","/soundtracks/english75.mp3","english75"
"1676625230-3064","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=137","birth place: wichita, kansas, usa (map)","english","other language(s): spanish","age, sex: 21, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 21 years","/soundtracks/english74.mp3","english74"
"1676625233-3065","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=136","birth place: darwin, australia (map)","english","other language(s): none","age, sex: 24, male","age of english onset: 0","english learning method: naturalistic","english residence: australia","length of english residence: 24 years","/soundtracks/english73.mp3","english73"
"1676625235-3066","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=135","birth place: kilkenny, ireland (map)","english","other language(s): irish","age, sex: 31, male","age of english onset: 0","english learning method: naturalistic","english residence: ireland","length of english residence: 31 years","/soundtracks/english72.mp3","english72"
"1676625238-3067","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=134","birth place: west covina, california, usa (map)","english","other language(s): none","age, sex: 20, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 20 years","/soundtracks/english71.mp3","english71"
"1676625240-3068","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=133","birth place: beaumont, texas, usa (map)","english","other language(s): none","age, sex: 21, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 21 years","/soundtracks/english70.mp3","english70"
"1676625243-3069","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=132","birth place: macon, mississippi, usa (map)","english","other language(s): spanish french","age, sex: 52, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 52 years","/soundtracks/english7.mp3","english7"
"1676625245-3070","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=131","birth place: adelaide, australia (map)","english","other language(s): korean","age, sex: 23, male","age of english onset: 0","english learning method: naturalistic","english residence: australia","length of english residence: 23 years","/soundtracks/english69.mp3","english69"
"1676625248-3071","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=130","birth place: new york, new york, usa (map)","english","other language(s): none","age, sex: 52, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 52 years","/soundtracks/english68.mp3","english68"
"1676625250-3072","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=129","birth place: princeton, indiana, usa (map)","english","other language(s): french","age, sex: 37, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 37 years","/soundtracks/english67.mp3","english67"
"1676625253-3073","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=128","birth place: baltimore, maryland, usa (map)","english","other language(s): none","age, sex: 19, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 19 years","/soundtracks/english66.mp3","english66"
"1676625255-3074","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=127","birth place: lewistown, pennsylvania, usa (map)","english","other language(s): none","age, sex: 47, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 47 years","/soundtracks/english65.mp3","english65"
"1676625258-3075","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=126","birth place: montreal, quebec, canada (map)","english","other language(s): french","age, sex: 25, female","age of english onset: 0","english learning method: naturalistic","english residence: canada","length of english residence: 25 years","/soundtracks/english64.mp3","english64"
"1676625260-3076","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=125","birth place: lewisville, texas, usa (map)","english","other language(s): spanish","age, sex: 21, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 21 years","/soundtracks/english63.mp3","english63"
"1676625263-3077","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=124","birth place: west jordan, utah, usa (map)","english","other language(s): none","age, sex: 30, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 30 years","/soundtracks/english62.mp3","english62"
"1676625266-3078","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=123","birth place: toronto, ontario, canada (map)","english","other language(s): none","age, sex: 19, male","age of english onset: 0","english learning method: naturalistic","english residence: canada","length of english residence: 19 years","/soundtracks/english61.mp3","english61"
"1676625268-3079","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=122","birth place: chesapeake, virginia, usa (map)","english","other language(s): none","age, sex: 18, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 18 years","/soundtracks/english60.mp3","english60"
"1676625271-3080","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=121","birth place: brooklyn, new york, usa (map)","english","other language(s): french spanish","age, sex: 45, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 45 years","/soundtracks/english6.mp3","english6"
"1676625273-3081","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=120","birth place: columbus, ohio, usa (map)","english","other language(s): greek german","age, sex: 30, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 30 years","/soundtracks/english59.mp3","english59"
"1676625276-3082","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=119","birth place: southhampton, uk (map)","english","other language(s): none","age, sex: 46, female","age of english onset: 0","english learning method: naturalistic","english residence: uk,usa","length of english residence: 16 years","/soundtracks/english58.mp3","english58"
"1676625278-3083","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=118","birth place: birmingham 1, uk (map)","english","other language(s): french spanish","age, sex: 34, male","age of english onset: 0","english learning method: naturalistic","english residence: uk,canada","length of english residence: 34 years","/soundtracks/english57.mp3","english57"
"1676625281-3084","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=117","birth place: londonderry, northern ireland, uk (map)","english","other language(s): ulster scots","age, sex: 20, male","age of english onset: 0","english learning method: naturalistic","english residence: northern ireland","length of english residence: 20 years","/soundtracks/english56.mp3","english56"
"1676625283-3085","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=116","birth place: st. louis, missouri, usa (map)","english","other language(s): none","age, sex: 53, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 53 years","/soundtracks/english55.mp3","english55"
"1676625286-3086","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=115","birth place: new albany, indiana, usa (map)","english","other language(s): none","age, sex: 40, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 40 years","/soundtracks/english54.mp3","english54"
"1676625288-3087","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=114","birth place: syracuse, new york, usa (map)","english","other language(s): none","age, sex: 63, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 63 years","/soundtracks/english53.mp3","english53"
"1676625291-3088","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=113","birth place: calgary, alberta, canada (map)","english","other language(s): none","age, sex: 20, male","age of english onset: 0","english learning method: naturalistic","english residence: canada, usa","length of english residence: 20 years","/soundtracks/english52.mp3","english52"
"1676625293-3089","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=112","birth place: detroit, michigan, usa (map)","english","other language(s): italian","age, sex: 67, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 67 years","/soundtracks/english51.mp3","english51"
"1676625296-3090","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=111","birth place: baltic, south dakota, usa (map)","english","other language(s): french","age, sex: 29, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 29 years","/soundtracks/english50.mp3","english50"
"1676625298-3091","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=110","birth place: fairfax, virginia, usa (map)","english","other language(s): none","age, sex: 62, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 62 years","/soundtracks/english5.mp3","english5"
"1676625301-3092","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=109","birth place: castro valley, california, usa (map)","english","other language(s): none","age, sex: 43, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 43 years","/soundtracks/english49.mp3","english49"
"1676625303-3093","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=108","birth place: port moresby, national capital district, papua new guinea (map)","english","other language(s): tok pisin igbo","age, sex: 26, male","age of english onset: 0","english learning method: naturalistic","english residence: papua new guinea,uk,usa","length of english residence: 26 years","/soundtracks/english48.mp3","english48"
"1676625306-3094","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=107","birth place: plantersville, arkansas, usa (map)","english","other language(s): none","age, sex: 76, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 76 years","/soundtracks/english47.mp3","english47"
"1676625309-3095","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=106","birth place: creswell, north carolina, usa (map)","english","other language(s): none","age, sex: 73, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 73 years","/soundtracks/english46.mp3","english46"
"1676625311-3096","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=105","birth place: pine bluff, arkansas, usa (map)","english","other language(s): none","age, sex: 52, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 52 years","/soundtracks/english45.mp3","english45"
"1676625314-3097","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=104","birth place: winston salem, north carolina, usa (map)","english","other language(s): spanish french","age, sex: 63, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 63 years","/soundtracks/english44.mp3","english44"
"1676625316-3098","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=103","birth place: vancouver, british columbia, canada (map)","english","other language(s): none","age, sex: 47, male","age of english onset: 0","english learning method: naturalistic","english residence: canada","length of english residence: 47 years","/soundtracks/english43.mp3","english43"
"1676625319-3099","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=102","birth place: nigel, south africa (map)","english","other language(s): afrikaans zulu","age, sex: 65, male","age of english onset: 0","english learning method: naturalistic","english residence: south africa","length of english residence: 60 years","/soundtracks/english42.mp3","english42"
"1676625321-3100","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=101","birth place: wellington, new zealand (map)","english","other language(s): hebrew french","age, sex: 44, male","age of english onset: 0","english learning method: naturalistic","english residence: new zealand","length of english residence: 21 years","/soundtracks/english41.mp3","english41"
"1676625324-3101","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=100","birth place: dudley, uk (map)","english","other language(s): none","age, sex: 53, male","age of english onset: 0","english learning method: naturalistic","english residence: uk","length of english residence: 53 years","/soundtracks/english40.mp3","english40"
"1676625327-3102","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=99","birth place: saint anne's bay, jamaica (map)","english","other language(s): spanish french","age, sex: 53, female","age of english onset: 0","english learning method: naturalistic","english residence: jamaica,usa","length of english residence: 53 years","/soundtracks/english4.mp3","english4"
"1676625329-3103","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=98","birth place: new orleans, louisiana, usa (map)","english","other language(s): none","age, sex: 59, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 59 years","/soundtracks/english39.mp3","english39"
"1676625332-3104","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=97","birth place: littlehampton, uk (map)","english","other language(s): none","age, sex: 27, male","age of english onset: 0","english learning method: naturalistic","english residence: uk","length of english residence: 27 years","/soundtracks/english38.mp3","english38"
"1676625334-3105","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=96","birth place: yole, india (map)","english","other language(s): hindi-urdu french","age, sex: 28, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 7 years","/soundtracks/english37.mp3","english37"
"1676625337-3106","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=95","birth place: arcadia, wisconsin, usa (map)","english","other language(s): none","age, sex: 60, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 60 years","/soundtracks/english36.mp3","english36"
"1676625340-3107","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=94","birth place: milwaukee, wisconsin, usa (map)","english","other language(s): spanish","age, sex: 60, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 60 years","/soundtracks/english35.mp3","english35"
"1676625342-3108","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=93","birth place: ronkonkoma, new york, usa (map)","english","other language(s): french","age, sex: 18, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 18 years","/soundtracks/english34.mp3","english34"
"1676625345-3109","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=92","birth place: san diego, california, usa (map)","english","other language(s): none","age, sex: 21, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 21 years","/soundtracks/english33.mp3","english33"
"1676625347-3110","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=91","birth place: fresno, california, usa (map)","english","other language(s): none","age, sex: 50, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 50 years","/soundtracks/english32.mp3","english32"
"1676625350-3111","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=90","birth place: st. augustine, trinidad (map)","english","other language(s): none","age, sex: 31, female","age of english onset: 0","english learning method: naturalistic","english residence: trinidad,usa","length of english residence: 31 years","/soundtracks/english31.mp3","english31"
"1676625352-3112","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=89","birth place: st. mary's, ontario, canada (map)","english","other language(s): french swedish","age, sex: 30, female","age of english onset: 0","english learning method: naturalistic","english residence: canada","length of english residence: 30 years","/soundtracks/english30.mp3","english30"
"1676625355-3113","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=88","birth place: brisbane, australia (map)","english","other language(s): none","age, sex: 26, female","age of english onset: 0","english learning method: naturalistic","english residence: australia","length of english residence: 26 years","/soundtracks/english3.mp3","english3"
"1676625358-3114","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=87","birth place: lindsay, ontario, canada (map)","english","other language(s): none","age, sex: 54, female","age of english onset: 0","english learning method: naturalistic","english residence: canada","length of english residence: 54 years","/soundtracks/english29.mp3","english29"
"1676625360-3115","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=86","birth place: toronto, ontario, canada (map)","english","other language(s): french russian","age, sex: 54, male","age of english onset: 0","english learning method: naturalistic","english residence: canada","length of english residence: 54 years","/soundtracks/english28.mp3","english28"
"1676625363-3116","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=85","birth place: smith island, maryland, usa (map)","english","other language(s): none","age, sex: 37, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 37 years","/soundtracks/english27.mp3","english27"
"1676625366-3117","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=84","birth place: smith island, maryland, usa (map)","english","other language(s): none","age, sex: 71, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 71 years","/soundtracks/english26.mp3","english26"
"1676625369-3118","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=83","birth place: atlanta, georgia, usa (map)","english","other language(s): none","age, sex: 57, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 57 years","/soundtracks/english25.mp3","english25"
"1676625372-3119","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=82","birth place: glasgow, scotland, uk (map)","english","other language(s): french","age, sex: 37, male","age of english onset: 0","english learning method: naturalistic","english residence: uk,usa","length of english residence: 37 years","/soundtracks/english24.mp3","english24"
"1676625374-3120","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=81","birth place: englewood, tennessee, usa (map)","english","other language(s): none","age, sex: 43, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 43 years","/soundtracks/english23.mp3","english23"
"1676625377-3121","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=80","birth place: panama city, panama (map)","english","other language(s): spanish","age, sex: 25, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 5 years","/soundtracks/english22.mp3","english22"
"1676625379-3122","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=79","birth place: boston, massachusetts, usa (map)","english","other language(s): italian","age, sex: 37, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 37 years","/soundtracks/english21.mp3","english21"
"1676625382-3123","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=78","birth place: mt. holly, north carolina, usa (map)","english","other language(s): none","age, sex: 27, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 27 years","/soundtracks/english20.mp3","english20"
"1676625384-3124","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=77","birth place: birmingham, uk (map)","english","other language(s): german mandarin","age, sex: 30, female","age of english onset: 0","english learning method: naturalistic","english residence: uk","length of english residence: 30 years","/soundtracks/english2.mp3","english2"
"1676625387-3125","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=76","birth place: louisville, kentucky, usa (map)","english","other language(s): spanish","age, sex: 53, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 53 years","/soundtracks/english19.mp3","english19"
"1676625389-3126","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=75","birth place: dickenson county, virginia, usa (map)","english","other language(s): none","age, sex: 39, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 39 years","/soundtracks/english18.mp3","english18"
"1676625392-3127","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=74","birth place: darwin va, virginia, usa (map)","english","other language(s): none","age, sex: 79, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 79 years","/soundtracks/english17.mp3","english17"
"1676625394-3128","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=73","birth place: wise, virginia, usa (map)","english","other language(s): spanish","age, sex: 21, male","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 21 years","/soundtracks/english16.mp3","english16"
"1676625397-3129","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=72","birth place: norton, virginia, usa (map)","english","other language(s): none","age, sex: 7, female","age of english onset: 0","english learning method: naturalistic","english residence: usa","length of english residence: 7 years","/soundtracks/english15.mp3","english15"
"1676625399-3130","https://accent.gmu.edu/browse_language.php?function=detail&speakerid=71","birth place: belfast, northern ireland, uk (map)","english","other language(s): french","age, sex: 40, male","age of english onset: 0","english learning method: naturalistic","english residence: uk,usa","length of english residence: 40 years","/soundtracks/english14.mp3","english14"
